,tweet,tokens
6795, She is the reason I m getting my life together lol,"['reason', 'get', 'lif', 'togeth', 'lol']"
6796,  She is correct  Corbyn and McDonald would be just like the old GLC under J Mc ,"['correct', 'corbyn', 'mcdonald', 'would', 'lik', 'old', 'glc', 'mc']"
6797, Remember him defending Antifa  I  member,"['rememb', 'defend', 'antif', 'memb']"
6798, amp  until now my granny is still kinda mean at times    she a very nice person tbh but a bit mean    ummm maybe thats how she is  ,"['amp', 'granny', 'stil', 'kind', 'mean', 'tim', 'nic', 'person', 'tbh', 'bit', 'mean', 'umm', 'mayb', 'that']"
6799, That food you made was so mf good  THANK YOU     lol,"['food', 'mad', 'mf', 'good', 'thank', 'lol']"
6800, Disgusting of the Dallas PD to try and find any reason to try and drag this man through the mud just say they can save one of their own when she is      in the wrong,"['disgust', 'dalla', 'pd', 'try', 'find', 'reason', 'try', 'drag', 'man', 'mud', 'say', 'sav', 'on', 'wrong']"
6801,   Oh please EVERY network is reporting this  This is bullshit obviously but stop pretending it just fox  Your political bigotry is showing ,"['oh', 'pleas', 'every', 'network', 'report', 'bullshit', 'obvy', 'stop', 'pretend', 'fox', 'polit', 'bigotry', 'show']"
6802, Antifa I guess,"['antif', 'guess']"
6803, Now that what I call gun control    ,"['cal', 'gun', 'control']"
6804, I tired off that piss poor excuse from conservatives  which is pretty much synonymous with  bigot  nowadays  It not fear they feel  it shame  The same shame all hypocrites feel  ,"['tir', 'piss', 'poor', 'excus', 'conserv', 'pretty', 'much', 'synonym', 'bigot', 'nowaday', 'fear', 'feel', 'sham', 'sham', 'hypocrit', 'feel']"
6805,  I was thinking   from antifa n   from the nazi  type ideology   Wont argue though  ,"['think', 'antif', 'naz', 'typ', 'ideolog', 'wont', 'argu', 'though']"
6806,   A few steps to pivot away from China   TPP  TRUMP Pacific Partnership    Tell US companies to offshore to other countries   Ban products from China that include stolen Intellectual Property   No disclosing IP to do business in China  MAGA   ,"['step', 'pivot', 'away', 'chin', 'tpp', 'trump', 'pac', 'partn', 'tel', 'company', 'offsh', 'country', 'ban', 'produc', 'chin', 'includ', 'stol', 'intellect', 'property', 'disclos', 'ip', 'busy', 'chin', 'mag']"
6807, Those idiots are fringe right  They are hated by most conservatives ,"['idiot', 'fring', 'right', 'hat', 'conserv']"
6808, Be careful   you know the terrorist arm of the  antifa is going to show up an try something  ,"['car', 'know', 'ter', 'arm', 'antif', 'going', 'show', 'try', 'someth']"
6809,   Hey Mary  did you see this on your profile followed by no one you know  Twitter trying to keep conservatives from connecting   StopTheBias ,"['hey', 'mary', 'see', 'profil', 'follow', 'on', 'know', 'twit', 'try', 'keep', 'conserv', 'connect', 'stopthebia']"
6810, bitch what do you mean  Get It by Pristin  no ,"['bitch', 'mean', 'get', 'pristin']"
6811,  You Cut it early or you would have heard their complaints   Smh,"['cut', 'ear', 'would', 'heard', 'complaint', 'smh']"
6812, gt  gt  gt     gt Simcoe mountain range she is Bruin   BUSTING        BearDown  hunting ,"['gt', 'gt', 'gt', 'gt', 'simco', 'mountain', 'rang', 'bruin', 'bust', 'beardown', 'hunt']"
6813,   Just imagine if the two million spent on the security for the next royal wedding were allocated elsewhere,"['imagin', 'two', 'mil', 'spent', 'sec', 'next', 'roy', 'wed', 'alloc', 'elsewh']"
6814, SadiqKha says me must remember  children in  WarZones   Does this include  London Mr  Mayor  Your balloon had more substance than you    MayorOfLondon  MAGA  MBGA  MEGA  MCGA  Conservatives  Patriots ,"['sadiqkh', 'say', 'must', 'rememb', 'child', 'warzon', 'includ', 'london', 'mr', 'may', 'balloon', 'subst', 'mayoroflondon', 'mag', 'mbga', 'meg', 'mcga', 'conserv', 'patriot']"
6815, You are so welcome  I know I just speak what every one is thinking  It s a good meeting place for us all    ,"['welcom', 'know', 'speak', 'every', 'on', 'think', 'good', 'meet', 'plac']"
6816, It amusing and sickening to watch these scientists  twist themselves into knots to justify their gun control agenda   gunsense is dishonest  through and through  ,"['amus', 'sick', 'watch', 'sci', 'twist', 'knot', 'just', 'gun', 'control', 'agend', 'gunsens', 'dishonest']"
6817, It is a cult   I pointed that out to my brother   He has over     FB followers who love to talk hate and bash liberals   I referred to them as his right wing cult ,"['cult', 'point', 'broth', 'fb', 'follow', 'lov', 'talk', 'hat', 'bash', 'lib', 'refer', 'right', 'wing', 'cult']"
6818, She brilliant  You are not ,['bril']
6819,   Fake News  is term used RATHER than the word DECEPTION    MAGA  WalkAway  RedTsunami,"['fak', 'new', 'term', 'us', 'rath', 'word', 'deceiv', 'mag', 'walkaway', 'redtsunam']"
6820, She is  ,[]
6821,   Most epic moment in   sentences  GRAAAWRL WYVERN FOR BREAKFAST GUYS    YOU ARE SO DUMB THE HEALER HAS TO BABYSIT YOU AND FIRE THIS SHIT TRY OF A DRAGON BECAUSE OF YOUR FOOLISHNESS also we need to bury the half body of our tank and try to get out his other half from its stomach ,"['ep', 'mom', 'sent', 'graaawrl', 'wyvern', 'breakfast', 'guy', 'dumb', 'heal', 'babysit', 'fir', 'shit', 'try', 'dragon', 'fool', 'also', 'nee', 'bury', 'half', 'body', 'tank', 'try', 'get', 'half', 'stomach']"
6822, Liberals are trying to destroy all conservative men   Time to criminally charge and jail these liars that try to destroy a man ,"['lib', 'try', 'destroy', 'conserv', 'men', 'tim', 'crimin', 'charg', 'jail', 'liar', 'try', 'destroy', 'man']"
6823, You do remember   weeks ago the coach for the Maryland terps football squad          I sure his parents thought the same thing coach was a Capricorn you Dick head        You are in competent Stephen a Smith,"['rememb', 'week', 'ago', 'coach', 'maryland', 'terp', 'footbal', 'squad', 'sur', 'par', 'thought', 'thing', 'coach', 'capricorn', 'dick', 'head', 'compet', 'steph', 'smi']"
6824, henry is so fucking great and was def my  sickkidsinlove inspo and i love him and his death is a PROBLEM,"['henry', 'fuck', 'gre', 'def', 'sickkidsinlov', 'inspo', 'lov', 'dea', 'problem']"
6825,Judicial Watch Sues for Records of FBI     Interviews with Demoted Justice Department Official Bruce Ohr     TCOT  MAGA  RedNationRising ,"['jud', 'watch', 'sue', 'record', 'fbi', 'interview', 'demot', 'just', 'depart', 'off', 'bruc', 'ohr', 'tcot', 'mag', 'rednationr']"
6826, He is a lying stack of shit too ,"['lying', 'stack', 'shit']"
6827,Fighting the lies with one letter    Q  QAnon  QArmy  MAGA  WeThePeople  followthewhiterabbit  WWG WGA  SpyGate  RedWaveRising  EnoughIsEnough  WalkAway  propaganda ,"['fight', 'lie', 'on', 'let', 'qanon', 'qarmy', 'mag', 'wethepeopl', 'followthewhiterabbit', 'wwg', 'wga', 'spyg', 'redwav', 'enoughisenough', 'walkaway', 'propagand']"
6828, I can t cuz that nigga retarded smh,"['cuz', 'nigg', 'retard', 'smh']"
6829,   I d point out he is an Australian and we do have free speech like in the US  And we do have hate speech laws which people have been convicted under  This is skirts it enough to hint and point out but room to deny ,"['point', 'aust', 'fre', 'speech', 'lik', 'hat', 'speech', 'law', 'peopl', 'convict', 'skirt', 'enough', 'hint', 'point', 'room', 'deny']"
6830,  Another example of the  when they go low we go high  lying liberals   Conservatives are experts at enduring their escapades and voting the right person in anyway   This is so predictable now it s like a dance ,"['anoth', 'exampl', 'go', 'low', 'go', 'high', 'lying', 'lib', 'conserv', 'expert', 'end', 'escapad', 'vot', 'right', 'person', 'anyway', 'predict', 'lik', 'dant']"
6831,   da na na na   you found josh sex life ,"['da', 'na', 'na', 'na', 'found', 'josh', 'sex', 'lif']"
6832, Amazing that the Dems are always the ones who hear the whistle ,"['amaz', 'dem', 'alway', 'on', 'hear', 'whistl']"
6833, Cuz he s coming you bruh    ,"['cuz', 'com', 'bruh']"
6834, uhh   He is so cute   I do know what it is about a strong man man I luv   Lol   Especially that can fight   I guess bc I had to grow up being able to hold mines being so short to the point you do have to worry about fighting anymore  ,"['uhh', 'cut', 'know', 'strong', 'man', 'man', 'luv', 'lol', 'espec', 'fight', 'guess', 'bc', 'grow', 'abl', 'hold', 'min', 'short', 'point', 'worry', 'fight', 'anym']"
6835, The black helmets would have been hotter,"['black', 'helmet', 'would', 'hot']"
6836,  can go straight the crapper  I ll never support another team again ,"['go', 'straight', 'crap', 'nev', 'support', 'anoth', 'team']"
6837, He is so cute ,['cut']
6838, He is always looking out,"['alway', 'look']"
6839,  I hear he is having an MEI on his knee due to the pressure exerted   Lol,"['hear', 'mei', 'kne', 'due', 'press', 'exert', 'lol']"
6840,  I bet more gun control is your answer ,"['bet', 'gun', 'control', 'answ']"
6841,                                                  And Trump fans are bullies    Antifa    Steve Scalise     Resists Movement     You need to get off CNN and MSNBC,"['trump', 'fan', 'bul', 'antif', 'stev', 'scal', 'resist', 'mov', 'nee', 'get', 'cnn', 'msnbc']"
6842, And the last one when she is with herself  The truest personality ,"['last', 'on', 'truest', 'person']"
6843, Sure   but lots of folk are actually liberals but do want a sensible Tory Labour party to vote for  They re not well served by our political system atm,"['sur', 'lot', 'folk', 'act', 'lib', 'want', 'sens', 'tory', 'labo', 'party', 'vot', 'wel', 'serv', 'polit', 'system', 'atm']"
6844,  Thank you first lady for your service to the USA and putting up with the vile liberal hoard everyday  You are a true patriot  MAGA,"['thank', 'first', 'lady', 'serv', 'us', 'put', 'vil', 'lib', 'hoard', 'everyday', 'tru', 'patriot', 'mag']"
6845, Documents must be getting close to this crook ,"['docu', 'must', 'get', 'clos', 'crook']"
6846, He should be removed with the rest of the islamic invaders ,"['remov', 'rest', 'islam', 'invad']"
6847,                                                 Following all    ,['follow']
6848,   Now we just need antifa outside when they confirm kavanaugh,"['nee', 'antif', 'outsid', 'confirm', 'kavanaugh']"
6849, I m expecting a video from ,"['expect', 'video']"
6850, You are a bitter hateful woman who is ruining herself  ,"['bit', 'hat', 'wom', 'ruin']"
6851, Democrats want more gun control   I say    go to the range and practice     you will get better      NRA  maga ,"['democr', 'want', 'gun', 'control', 'say', 'go', 'rang', 'pract', 'get', 'bet', 'nra', 'mag']"
6852,    What color is the sky in your world  I ve never seen a group of people so utterly delusional  amp  in denial as liberals since Trump won  You guys need to just get over it  And sorry  There simply was no  Russiacollusion   LiberalismIsAMentalDisorder  FISAGate  Deepstateisreal,"['col', 'sky', 'world', 'nev', 'seen', 'group', 'peopl', 'ut', 'delud', 'amp', 'den', 'lib', 'sint', 'trump', 'guy', 'nee', 'get', 'sorry', 'simply', 'russiacollud', 'liberalismisamentaldisord', 'fis', 'deepstateisr']"
6853, God I hope not,"['god', 'hop']"
6854,   Especially after liberals were found buying and bribing for a no  vote in kavanaugh  ,"['espec', 'lib', 'found', 'buy', 'brib', 'vot', 'kavanaugh']"
6855,    I love both of u but more jennifer as she is my first crush and love,"['lov', 'jen', 'first', 'crush', 'lov']"
6856, God speed Bandit ,"['god', 'spee', 'bandit']"
6857,   His paycheck will hurt her feelings    ,"['paycheck', 'hurt', 'feel']"
6858,    I would say you have a serious case of bias  Have you seen the handiwork of ANTIFA   Have you seen the Dems like Maxine Waters calling for Trump officials to be harassed then laughing about it  I could go on  Are you kidding me ,"['would', 'say', 'sery', 'cas', 'bia', 'seen', 'handiwork', 'antif', 'seen', 'dem', 'lik', 'maxin', 'wat', 'cal', 'trump', 'off', 'harass', 'laugh', 'could', 'go', 'kid']"
6859,   Portugal fluked their way through   penalty shoot outs and CR didn t play the final,"['portug', 'fluk', 'way', 'penal', 'shoot', 'out', 'cr', 'play', 'fin']"
6860, Got to love the future of the democratic party though   ,"['got', 'lov', 'fut', 'democr', 'party', 'though']"
6861, Thank you President Trump  MAGA                      ,"['thank', 'presid', 'trump', 'mag']"
6862, Not here        MAGA        WWG WGA      ,"['mag', 'wwg', 'wga']"
6863,  Gun control and divorce though,"['gun', 'control', 'divorc', 'though']"
6864,  And we met him in the Rain omg he is such an amazing person,"['met', 'rain', 'omg', 'amaz', 'person']"
6865,    I trust him a lot more than the armchair quarterbacks on Twitter   He makes mistakes because he is human   But he is one of the five best managers in the game today ,"['trust', 'lot', 'armchair', 'quarterback', 'twit', 'mak', 'mistak', 'hum', 'on', 'fiv', 'best', 'man', 'gam', 'today']"
6866,  he is on the island dummy,"['island', 'dummy']"
6867,  Illinois strict ass gun control let only the thugs and gang bangers have the guns which means a lot more violence,"['illino', 'strict', 'as', 'gun', 'control', 'let', 'thug', 'gang', 'bang', 'gun', 'mean', 'lot', 'viol']"
6868, Right    Total OCD right there lol Yeah   totally gonna floss that sucker off ,"['right', 'tot', 'ocd', 'right', 'lol', 'yeah', 'tot', 'gon', 'na', 'floss', 'suck']"
6869,    G day Monique  your son is very handsome  I guess he is going to follow Mom foot steps and become a Forest Pathologist    lol     ,"['day', 'mon', 'son', 'handsom', 'guess', 'going', 'follow', 'mom', 'foot', 'step', 'becom', 'forest', 'patholog', 'lol']"
6870, WHAT    Are you forgetting Steve Scalise being shot by a left wing nut job    the pillars of society known as ANTIFA who beat ppl with chains and destroy property    ur de funk speaker Maxine Waters calling for chaos Etc only     chars  Watch something beside   amp  learn truth,"['forget', 'stev', 'scal', 'shot', 'left', 'wing', 'nut', 'job', 'pill', 'socy', 'known', 'antif', 'beat', 'ppl', 'chain', 'destroy', 'property', 'ur', 'de', 'funk', 'speak', 'maxin', 'wat', 'cal', 'chao', 'etc', 'char', 'watch', 'someth', 'besid', 'amp', 'learn', 'tru']"
6871, MichaelChe THIS GUY thunks only White Repubs  amp  crackheads Thank Jesus Guess you don t like Christian s money do you buddy   Good luck Mike trying to have a lavish style off the backs of liberals        ,"['michaelch', 'guy', 'thunk', 'whit', 'repub', 'amp', 'crackhead', 'thank', 'jes', 'guess', 'lik', 'christian', 'money', 'buddy', 'good', 'luck', 'mik', 'try', 'lav', 'styl', 'back', 'lib']"
6872, Another falsehood  I don t think anyone wants to abolish the  nd Amendment  A growing majority want sensible gun control in the form of better background checks and the banning of assault rifles  Trump will say and do anything to rile his base  More snake oil ,"['anoth', 'fals', 'think', 'anyon', 'want', 'abol', 'nd', 'amend', 'grow', 'maj', 'want', 'sens', 'gun', 'control', 'form', 'bet', 'background', 'check', 'ban', 'assault', 'rifl', 'trump', 'say', 'anyth', 'ril', 'bas', 'snak', 'oil']"
6873, Congratulations to our Great American President  We will be doing great things together  MAGA  I Q    WWG WGA,"['congrat', 'gre', 'am', 'presid', 'gre', 'thing', 'togeth', 'mag', 'wwg', 'wga']"
6874, God help us ,"['god', 'help']"
6875,   Really  It s been the Dems that have been behind all violence from mass murderers to confrontations to antifa  Wake up,"['real', 'dem', 'behind', 'viol', 'mass', 'murd', 'confront', 'antif', 'wak']"
6876, Good news  I hope their advertisers are getting free ad space ,"['good', 'new', 'hop', 'advert', 'get', 'fre', 'ad', 'spac']"
6877, That it throw race into it again  Did you forget what happened to all the WHITE WOMEN who accused Bill Clinton of sexual allegations  The Liberal Democrats rallied around him  Liberals are the most disgusting disgraceful human beings that God created,"['throw', 'rac', 'forget', 'hap', 'whit', 'wom', 'accus', 'bil', 'clinton', 'sex', 'alleg', 'lib', 'democr', 'ral', 'around', 'lib', 'disgust', 'disgrac', 'hum', 'being', 'god', 'cre']"
6878, You meant to say for yourself  Now is it time to talk about gun control ,"['meant', 'say', 'tim', 'talk', 'gun', 'control']"
6879, Ask him what he s protesting   Certain it will be a convoluted answer ,"['ask', 'protest', 'certain', 'convolv', 'answ']"
6880, Get that boy a pie  Stat ,"['get', 'boy', 'pie', 'stat']"
6881,Kanye been cancel the moment he said slavery a choice and rock a maga hat  ImWithSnoop,"['kany', 'cancel', 'mom', 'said', 'slavery', 'cho', 'rock', 'mag', 'hat', 'imwithsnoop']"
6882,  You are sick in the head  This man lost his daughter ,"['sick', 'head', 'man', 'lost', 'daught']"
6883, Conservatives left  frustrated as  Congress passes big spending bills      tcot ,"['conserv', 'left', 'frust', 'congress', 'pass', 'big', 'spend', 'bil', 'tcot']"
6884, LeviStrauss  CEO takes a side on gun control   It s inevitable that we re going to alienate some consumers   ,"['levistrauss', 'ceo', 'tak', 'sid', 'gun', 'control', 'inevit', 'going', 'aly', 'consum']"
6885,      Fuck if I fry with no money imagine if there was,"['fuck', 'fry', 'money', 'imagin']"
6886,  I wonder if the Liberals realize how much the jihadis despise them  Probably not ,"['wond', 'lib', 'real', 'much', 'jihad', 'desp', 'prob']"
6887, Aj nahin to kal tum ko bi marna hy you are bad thinking,"['aj', 'nahin', 'kal', 'tum', 'ko', 'bi', 'marn', 'hy', 'bad', 'think']"
6888, Playing dirty is the only way liberals can win at this point   They are shameless ,"['play', 'dirty', 'way', 'lib', 'win', 'point', 'shameless']"
6889, I cant believe he didnt work in comet pizza  Now that Alex Jones is muted these conservatives are so lost ,"['cant', 'believ', 'didnt', 'work', 'comet', 'pizz', 'alex', 'jon', 'mut', 'conserv', 'lost']"
6890, This is rich coming from the spokesperson of an organization that blocks EVERY commonsense gun control bill  EVERY ONE,"['rich', 'com', 'spokesperson', 'org', 'block', 'every', 'commonsens', 'gun', 'control', 'bil', 'every', 'on']"
6891, One thing is for sure   we know she didn t write the op ed as she is dumber than a bucket of rocks ,"['on', 'thing', 'sur', 'know', 'writ', 'op', 'ed', 'dumb', 'bucket', 'rock']"
6892, She is very cute so she can get away with this,"['cut', 'get', 'away']"
6893,  I would love to see how those circles would align with  pro life  people who are against gun control and affordable health care   cognitivedissonance,"['would', 'lov', 'see', 'circ', 'would', 'align', 'pro', 'lif', 'peopl', 'gun', 'control', 'afford', 'heal', 'car', 'cognitivedisson']"
6894,                                                  That why he is a billionaire and you re not    sorry Romeo your words do add up   ,"['billionair', 'sorry', 'romeo', 'word', 'ad']"
6895, Frenkenstien needs to pay every dime back  she has stolen from the American people  She is a disgrace to the Senate and the people ,"['frenkensty', 'nee', 'pay', 'every', 'dim', 'back', 'stol', 'am', 'peopl', 'disgrac', 'sen', 'peopl']"
6896, What a joke ,['jok']
6897, MRU in the media   Liberal MP crosses floor to join conservatives  via   CdnPoli ,"['mru', 'med', 'lib', 'mp', 'cross', 'flo', 'join', 'conserv', 'via', 'cdnpoli']"
6898, Once again if you look at the timeline the only ones who are so proud of her is liberal or white liberals  Like I tell my Hispanic community when you see liberals offended for minorities becareful these people are not your friend ,"['look', 'timelin', 'on', 'proud', 'lib', 'whit', 'lib', 'lik', 'tel', 'hisp', 'commun', 'see', 'lib', 'offend', 'min', 'bec', 'peopl', 'friend']"
6899, you are the Mexican Venus,"['mex', 'ven']"
6900, on a scale from   to     how much did you laugh to There is no excuse besides that he is just plain shit    ,"['scal', 'much', 'laugh', 'excus', 'besid', 'plain', 'shit']"
6901,John Kerry Should be Made to Answer for His Meetings in Iran     TCOT  MAGA  RedNationRising ,"['john', 'kerry', 'mad', 'answ', 'meet', 'ir', 'tcot', 'mag', 'rednationr']"
6902,  The fact that Newsweek no longer tries to give both sides of the story but instead only gives the side of  Antifa far left liberals and their gods in the  DeepStatePanic   Take a look at Newsweek s circulation they don t even have enough readers to put out a print edition anymore,"['fact', 'newsweek', 'long', 'try', 'giv', 'sid', 'story', 'instead', 'giv', 'sid', 'antif', 'far', 'left', 'lib', 'god', 'deepstatep', 'tak', 'look', 'newsweek', 'circ', 'ev', 'enough', 'read', 'put', 'print', 'edit', 'anym']"
6903,  I let it go when you said  We can take away their ammo  when talking about gun control  I said  maybe she just blurted that out  did mean it  But you are proving to be a leftist  That fine  I can still like you  but I do TRUST you anymore  ,"['let', 'go', 'said', 'tak', 'away', 'ammo', 'talk', 'gun', 'control', 'said', 'mayb', 'blurt', 'mean', 'prov', 'left', 'fin', 'stil', 'lik', 'trust', 'anym']"
6904,   Then what is gun control ,"['gun', 'control']"
6905, doing pretty good hope you are well my friend tough season for both teams but it happens,"['pretty', 'good', 'hop', 'wel', 'friend', 'tough', 'season', 'team', 'hap']"
6906,   So you are defending antifa  Is that your stance ,"['defend', 'antif', 'stant']"
6907,  Remember when republicans destroyed Merrill Garlands career  NO  neither do I  Only Dems   liberals can not tolerate views they disagree with  ANTIFA great example ,"['rememb', 'republ', 'destroy', 'merril', 'garland', 'car', 'neith', 'dem', 'lib', 'tol', 'view', 'disagr', 'antif', 'gre', 'exampl']"
6908, How about he start some get informed  classes for his uninformed players  ,"['start', 'get', 'inform', 'class', 'uninform', 'play']"
6909, Here s a pic  then    Now not so much  Plus  Nike Then    Now not so much  ,"['pic', 'much', 'plu', 'nik', 'much']"
6910, He a liar,['liar']
6911, A blue wave of hysterical violence  BlueWaveofViolence,"['blu', 'wav', 'hyst', 'viol', 'bluewaveofviol']"
6912,  Hollywood and media make jokes about Jesus and Christians and think that hilarious but turn every innocent joke conservatives tell in to an outrage  Typical of reprobates ,"['hollywood', 'med', 'mak', 'jok', 'jes', 'christian', 'think', 'hil', 'turn', 'every', 'innoc', 'jok', 'conserv', 'tel', 'out', 'typ', 'reprob']"
6913, Would you resign with the boys  Just curious and honest question have you gained any perspective of why yall parted ways  Being serious cuz you are a BAD  positive  receiver ,"['would', 'resign', 'boy', 'cury', 'honest', 'quest', 'gain', 'perspect', 'yal', 'part', 'way', 'sery', 'cuz', 'bad', 'posit', 'receiv']"
6914, Legit just LOL d    Shit is funny asf,"['legit', 'lol', 'shit', 'funny', 'asf']"
6915, People still trying to use the alt right  tag as a blanket statement on people that are in NO WAY associated with  alt right    Another reminder  The PBs exist because of the violent  antifa  Yet antifa has MANY accounts on Twitter  ,"['peopl', 'stil', 'try', 'us', 'alt', 'right', 'tag', 'blanket', 'stat', 'peopl', 'way', 'assocy', 'alt', 'right', 'anoth', 'remind', 'pb', 'ex', 'viol', 'antif', 'yet', 'antif', 'many', 'account', 'twit']"
6916,  Then we ll be talking about gun control   ,"['talk', 'gun', 'control']"
6917, BETO running HARD left   open borders   aggressive gun control   socialise medicine   raising taxes  Dem turnout up      in primary    k to   mil and is outraising Cruz  Though Texas had    m REP turnout   must show up and vote in November  Do assume your neighbor will do it,"['beto', 'run', 'hard', 'left', 'op', 'bord', 'aggress', 'gun', 'control', 'soc', 'medicin', 'rais', 'tax', 'dem', 'turnout', 'prim', 'mil', 'outra', 'cruz', 'though', 'texa', 'rep', 'turnout', 'must', 'show', 'vot', 'novemb', 'assum', 'neighb']"
6918, Thank you for letting us know how you are ,"['thank', 'let', 'know']"
6919,  when it comes to gun control in order to make all of America happy remove all gun list from conservatives  Then take all the guns from card toting Democrats  that way everybody is happy  Everybody is safe,"['com', 'gun', 'control', 'ord', 'mak', 'americ', 'happy', 'remov', 'gun', 'list', 'conserv', 'tak', 'gun', 'card', 'tot', 'democr', 'way', 'everybody', 'happy', 'everybody', 'saf']"
6920, Cough Nicky Haley ,"['cough', 'nicky', 'haley']"
6921, Fuck yeah ,"['fuck', 'yeah']"
6922,   Was the organizer of the rally that killed someone it was someone that showed up just like the people that show up to antifa and black lives matter rallies cause violence and rioting everywhere they go,"['org', 'ral', 'kil', 'someon', 'someon', 'show', 'lik', 'peopl', 'show', 'antif', 'black', 'lif', 'mat', 'ral', 'caus', 'viol', 'riot', 'everywh', 'go']"
6923, You are certainly one amazing hot gorgeous stunning sexy flawless woman  Wow ,"['certain', 'on', 'amaz', 'hot', 'gorg', 'stun', 'sexy', 'flawless', 'wom', 'wow']"
6924, He probably referring to the fact that we started with Henderson who is apparently shit and Sturridge who was apparently finished years ago  I mean like how could we possibly win with those two on the field      ,"['prob', 'refer', 'fact', 'start', 'henderson', 'app', 'shit', 'sturridg', 'app', 'fin', 'year', 'ago', 'mean', 'lik', 'could', 'poss', 'win', 'two', 'field']"
6925,  You are lying again  The public does trust you anymore ,"['lying', 'publ', 'trust', 'anym']"
6926, Either she is misinformed or has no shame  I m going with she has no shame ,"['eith', 'misinform', 'sham', 'going', 'sham']"
6927, Another overdose nigga  ,"['anoth', 'overdos', 'nigg']"
6928, At least your tombstone  will have few letters    RIPM amp M,"['least', 'tombston', 'let', 'ripm', 'amp']"
6929,  An airplane you say  no woman falls in love with you when you are a trek star ,"['airpl', 'say', 'wom', 'fal', 'lov', 'trek', 'star']"
6930, as Libertarian all this shows me is how ugly and divisive the two party system is  Liberals are actually a lot uglier  All straight men need to leave the Democratic party  A party of men hatred  Leave ,"['libert', 'show', 'ug', 'divid', 'two', 'party', 'system', 'lib', 'act', 'lot', 'ug', 'straight', 'men', 'nee', 'leav', 'democr', 'party', 'party', 'men', 'hat', 'leav']"
6931,  Great book by Leo Zagami  Pope Francis  the Last Pope   details the breathtaking corruption and evil forces that have been controlling the Vatican for decades  ,"['gre', 'book', 'leo', 'zagam', 'pop', 'frant', 'last', 'pop', 'detail', 'breathtak', 'corrupt', 'evil', 'forc', 'control', 'vat', 'decad']"
6932, I hate him im so fucking sorry,"['hat', 'im', 'fuck', 'sorry']"
6933,  I can just hear the trumpsters now crowing that we liberals loved Jane Fonda and supported draft dodgers  I grew up in those times  I was against the war but knew Fonda had gone too far and was wrong  I supported those who burned their draft cards AND those who served ,"['hear', 'trumpst', 'crow', 'lib', 'lov', 'jan', 'fond', 'support', 'draft', 'dodg', 'grew', 'tim', 'war', 'knew', 'fond', 'gon', 'far', 'wrong', 'support', 'burn', 'draft', 'card', 'serv']"
6934, Myyy nigga   ,"['myyy', 'nigg']"
6935, He is saaaaaaadd     ,['saaaaaaad']
6936,   Lindsey    Sean Hannity talks to an echo chamber simply to hear himself   He is not a journalist but a news pundit with his own weird conspiratorial agenda supported by well crafted partial facts aimed at a very narrow audience   He really is a laughable fool for Trump  ,"['lindsey', 'sean', 'han', 'talk', 'echo', 'chamb', 'simply', 'hear', 'journ', 'new', 'pundit', 'weird', 'conspir', 'agend', 'support', 'wel', 'craft', 'part', 'fact', 'aim', 'narrow', 'audy', 'real', 'laugh', 'fool', 'trump']"
6937, So basically you are now preaching what they religious end of world people have been doing  Congrats,"['bas', 'preach', 'religy', 'end', 'world', 'peopl', 'congr']"
6938, There is a full blown coup d etat going on between the Deep State and the Liberals for everything they can do to try and get Trump out of power and it absolutely ridiculous and should be against the law,"['ful', 'blown', 'coup', 'et', 'going', 'deep', 'stat', 'lib', 'everyth', 'try', 'get', 'trump', 'pow', 'absolv', 'ridic', 'law']"
6939, Come on   you can do better  This has nothing to do with your Agents  Any subscriber with cash can sell or buy cash at whatever rate  You are just a conduit  Its the Law of Demand and Supply at play ,"['com', 'bet', 'noth', 'ag', 'subscrib', 'cash', 'sel', 'buy', 'cash', 'whatev', 'rat', 'conduit', 'law', 'demand', 'supply', 'play']"
6940, Looks like the Democrats are on the right side of history     Conservatives are always wrong    Prove otherwise upper east side Buck    Have you ever eaten in an Applebee s ,"['look', 'lik', 'democr', 'right', 'sid', 'hist', 'conserv', 'alway', 'wrong', 'prov', 'otherw', 'up', 'east', 'sid', 'buck', 'ev', 'eat', 'appleb']"
6941, because what every lie you are telling if it happened when you were children the guy is a man and I clearly do believe shit like that happened  Its just another stall tactic by the liberals ,"['every', 'lie', 'tel', 'hap', 'child', 'guy', 'man', 'clear', 'believ', 'shit', 'lik', 'hap', 'anoth', 'stal', 'tact', 'lib']"
6942,     Me thinks you re full of shit ,"['think', 'ful', 'shit']"
6943, A political novice has outshined all of you corrupt establishment politicians   We voted for him because he ca be bought   Soros can afford it ,"['polit', 'nov', 'outshin', 'corrupt', 'est', 'polit', 'vot', 'ca', 'bought', 'soro', 'afford']"
6944, and  you need to find this lady  Do your thing  She is a terrorist waiting to strike  ,"['nee', 'find', 'lady', 'thing', 'ter', 'wait', 'strike']"
6945,  And as white as antifa   the ones you seen ,"['whit', 'antif', 'on', 'seen']"
6946, RSSReachesOut Now its open to everyone who really is intolerant  Shame on these Psuedo liberals,"['rssreachesout', 'op', 'everyon', 'real', 'intol', 'sham', 'psuedo', 'lib']"
6947,                                 Good luck to you  ,"['good', 'luck']"
6948,  Whose twitter interest start with food  is he even worthy of responding  unless he is a Professor of Nutrition or Food Technology ,"['whos', 'twit', 'interest', 'start', 'food', 'ev', 'worthy', 'respond', 'unless', 'profess', 'nutrit', 'food', 'technolog']"
